ClaimNo,AccidentDate,ReportDate,Line,Type,ClaimLiability,Limit,Deductible,TotalPayment,PaymentDate,CloseDate,Status,reportedCount,closedPaidCount,closedUnPaidCount,openCount,Paid,Outstanding,Incurred
6970,2013-10-01,5/1/2016,Home,Dwelling,False,300000.0,20000,0.0,2016-11-13,11/13/2016,CLOSED,1,0,1,0,0.0,0,0.0
6971,2013-10-18,3/9/2016,Home,Dwelling,True,200000.0,20000,180000.0,2016-09-14,9/14/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
6972,2013-10-01,11/11/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-04-05,4/5/2016,CLOSED,1,0,1,0,0.0,0,0.0
6973,2013-10-20,12/29/2015,Home,Dwelling,True,300000.0,20000,190685.9463,2016-06-19,6/19/2016,CLOSED,1,1,0,0,190685.9463,0,190685.9463
6974,2013-10-01,7/23/2015,Home,Dwelling,False,200000.0,20000,0.0,2016-01-17,1/17/2016,CLOSED,1,0,1,0,0.0,0,0.0
6975,2013-10-15,11/25/2015,Home,Dwelling,True,300000.0,20000,234179.7818,2016-05-28,5/28/2016,CLOSED,1,1,0,0,234179.7818,0,234179.7818
6976,2013-10-20,2/23/2016,Home,Dwelling,False,200000.0,20000,0.0,2016-09-07,9/7/2016,CLOSED,1,0,1,0,0.0,0,0.0
6977,2013-10-11,12/10/2015,Home,Dwelling,True,200000.0,20000,180000.0,2016-06-03,6/3/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
6978,2013-10-01,1/13/2016,Home,Dwelling,True,300000.0,20000,187563.8935,2016-07-10,7/10/2016,CLOSED,1,1,0,0,187563.8935,0,187563.8935
6979,2013-10-25,5/14/2016,Home,Dwelling,False,300000.0,20000,0.0,2016-10-29,10/29/2016,CLOSED,1,0,1,0,0.0,0,0.0
6980,2013-10-30,10/29/2015,Home,Dwelling,True,200000.0,20000,180000.0,2016-04-27,4/27/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
6981,2013-10-03,9/22/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-03-23,3/23/2016,CLOSED,1,0,1,0,0.0,0,0.0
6982,2013-10-15,3/21/2016,Home,Dwelling,False,200000.0,20000,0.0,2016-08-22,8/22/2016,CLOSED,1,0,1,0,0.0,0,0.0
6983,2013-10-08,10/23/2015,Home,Dwelling,True,300000.0,20000,280000.0,2016-05-10,5/10/2016,CLOSED,1,1,0,0,280000.0,0,280000.0
6984,2013-10-05,11/16/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-05-03,5/3/2016,CLOSED,1,0,1,0,0.0,0,0.0
6985,2013-10-20,1/4/2016,Home,Dwelling,True,200000.0,20000,141541.459,2016-06-12,6/12/2016,CLOSED,1,1,0,0,141541.459,0,141541.459
6986,2013-10-07,9/5/2015,Home,Dwelling,True,200000.0,20000,133402.8021,2016-02-12,2/12/2016,CLOSED,1,1,0,0,133402.8021,0,133402.8021
6987,2013-10-21,12/11/2015,Home,Dwelling,False,200000.0,20000,0.0,2016-05-24,5/24/2016,CLOSED,1,0,1,0,0.0,0,0.0
6988,2013-10-02,12/25/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-08-05,8/5/2016,CLOSED,1,0,1,0,0.0,0,0.0
6989,2013-10-29,11/14/2015,Home,Dwelling,True,300000.0,20000,182010.1099,2016-05-03,5/3/2016,CLOSED,1,1,0,0,182010.1099,0,182010.1099
6990,2013-10-18,11/9/2015,Home,Dwelling,True,200000.0,20000,180000.0,2016-05-12,5/12/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
6991,2013-10-07,4/23/2015,Home,Dwelling,True,200000.0,20000,64862.33831,2015-08-23,8/23/2015,CLOSED,1,1,0,0,64862.33831,0,64862.33831
6992,2013-10-17,6/19/2015,Home,Dwelling,True,200000.0,20000,132247.8335,2015-11-20,11/20/2015,CLOSED,1,1,0,0,132247.8335,0,132247.8335
6993,2013-10-09,12/19/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-04-12,4/12/2016,CLOSED,1,0,1,0,0.0,0,0.0
6994,2013-10-15,11/14/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-04-17,4/17/2016,CLOSED,1,0,1,0,0.0,0,0.0
6995,2013-10-25,6/19/2015,Home,Dwelling,False,300000.0,20000,0.0,2015-12-07,12/7/2015,CLOSED,1,0,1,0,0.0,0,0.0
6996,2013-10-04,1/13/2016,Home,Dwelling,False,200000.0,20000,0.0,2016-06-19,6/19/2016,CLOSED,1,0,1,0,0.0,0,0.0
6997,2013-10-27,11/26/2015,Home,Dwelling,False,200000.0,20000,0.0,2016-05-29,5/29/2016,CLOSED,1,0,1,0,0.0,0,0.0
6998,2013-10-02,10/8/2015,Home,Dwelling,True,300000.0,20000,159208.0527,2016-03-22,3/22/2016,CLOSED,1,1,0,0,159208.0527,0,159208.0527
6999,2013-10-17,12/15/2015,Home,Dwelling,True,300000.0,20000,222945.8283,2016-06-13,6/13/2016,CLOSED,1,1,0,0,222945.8283,0,222945.8283
7000,2013-10-25,12/12/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-04-21,4/21/2016,CLOSED,1,0,1,0,0.0,0,0.0
7001,2013-10-09,10/8/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-02-29,2/29/2016,CLOSED,1,0,1,0,0.0,0,0.0
7002,2013-10-11,11/15/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-05-07,5/7/2016,CLOSED,1,0,1,0,0.0,0,0.0
7003,2013-10-16,9/11/2015,Home,Dwelling,True,300000.0,20000,86850.06528,2016-01-26,1/26/2016,CLOSED,1,1,0,0,86850.06528,0,86850.06528
7004,2013-10-17,2/3/2016,Home,Dwelling,False,200000.0,20000,0.0,2016-07-23,7/23/2016,CLOSED,1,0,1,0,0.0,0,0.0
7005,2013-10-03,1/24/2016,Home,Dwelling,True,300000.0,20000,163483.1973,2016-07-10,7/10/2016,CLOSED,1,1,0,0,163483.1973,0,163483.1973
7006,2013-10-21,1/2/2016,Home,Dwelling,True,300000.0,20000,77395.38878,2016-05-10,5/10/2016,CLOSED,1,1,0,0,77395.38878,0,77395.38878
7007,2013-10-30,12/27/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-05-02,5/2/2016,CLOSED,1,0,1,0,0.0,0,0.0
7008,2013-10-20,4/15/2015,Home,Dwelling,True,300000.0,20000,87060.32611000001,2015-08-29,8/29/2015,CLOSED,1,1,0,0,87060.32611000001,0,87060.32611000001
7009,2013-10-04,12/8/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-06-03,6/3/2016,CLOSED,1,0,1,0,0.0,0,0.0
7010,2013-10-27,5/17/2015,Home,Dwelling,True,200000.0,20000,180000.0,2015-11-13,11/13/2015,CLOSED,1,1,0,0,180000.0,0,180000.0
7011,2013-10-19,11/27/2015,Home,Dwelling,True,300000.0,20000,216221.9513,2016-05-25,5/25/2016,CLOSED,1,1,0,0,216221.9513,0,216221.9513
7012,2013-10-09,10/5/2015,Home,Dwelling,True,300000.0,20000,280000.0,2016-04-24,4/24/2016,CLOSED,1,1,0,0,280000.0,0,280000.0
7013,2013-10-10,2/4/2016,Home,Dwelling,True,300000.0,20000,232349.828,2016-08-07,8/7/2016,CLOSED,1,1,0,0,232349.828,0,232349.828
7014,2013-10-05,1/19/2016,Home,Dwelling,True,200000.0,20000,180000.0,2016-07-31,7/31/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
7015,2013-10-13,9/8/2015,Home,Dwelling,True,200000.0,20000,115541.9479,2016-02-06,2/6/2016,CLOSED,1,1,0,0,115541.9479,0,115541.9479
7016,2013-10-14,10/20/2015,Home,Dwelling,True,300000.0,20000,200618.7298,2016-04-25,4/25/2016,CLOSED,1,1,0,0,200618.7298,0,200618.7298
7017,2013-10-25,11/17/2014,Home,Dwelling,True,200000.0,20000,135874.1555,2015-04-27,4/27/2015,CLOSED,1,1,0,0,135874.1555,0,135874.1555
7018,2013-10-12,9/12/2015,Home,Dwelling,True,300000.0,20000,263787.4732,2016-03-29,3/29/2016,CLOSED,1,1,0,0,263787.4732,0,263787.4732
7019,2013-10-16,1/7/2016,Home,Dwelling,True,300000.0,20000,280000.0,2016-08-02,8/2/2016,CLOSED,1,1,0,0,280000.0,0,280000.0
7020,2013-10-20,3/11/2016,Home,Dwelling,True,300000.0,20000,179237.1074,2016-08-30,8/30/2016,CLOSED,1,1,0,0,179237.1074,0,179237.1074
7021,2013-10-03,10/18/2015,Home,Dwelling,False,200000.0,20000,0.0,2016-05-16,5/16/2016,CLOSED,1,0,1,0,0.0,0,0.0
7022,2013-10-21,1/18/2016,Home,Dwelling,False,300000.0,20000,0.0,2016-08-10,8/10/2016,CLOSED,1,0,1,0,0.0,0,0.0
7023,2013-10-16,4/20/2016,Home,Dwelling,True,200000.0,20000,146579.3974,2016-09-25,9/25/2016,CLOSED,1,1,0,0,146579.3974,0,146579.3974
7024,2013-10-08,12/8/2015,Home,Dwelling,True,200000.0,20000,143304.863,2016-05-17,5/17/2016,CLOSED,1,1,0,0,143304.863,0,143304.863
7025,2013-10-17,2/12/2016,Home,Dwelling,True,200000.0,20000,180000.0,2016-09-06,9/6/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
7026,2013-10-18,12/30/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-05-08,5/8/2016,CLOSED,1,0,1,0,0.0,0,0.0
7027,2013-10-21,6/3/2015,Home,Dwelling,True,300000.0,20000,280000.0,2016-01-06,1/6/2016,CLOSED,1,1,0,0,280000.0,0,280000.0
7028,2013-10-12,12/1/2015,Home,Dwelling,True,200000.0,20000,134437.4327,2016-05-06,5/6/2016,CLOSED,1,1,0,0,134437.4327,0,134437.4327
7029,2013-10-26,3/6/2016,Home,Dwelling,True,200000.0,20000,180000.0,2016-09-17,9/17/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
7030,2013-10-30,8/10/2016,Home,Dwelling,True,300000.0,20000,67391.96488,2016-11-23,11/23/2016,CLOSED,1,1,0,0,67391.96488,0,67391.96488
7031,2013-10-28,9/29/2015,Home,Dwelling,True,300000.0,20000,103711.7047,2016-02-16,2/16/2016,CLOSED,1,1,0,0,103711.7047,0,103711.7047
7032,2013-10-11,10/2/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-03-04,3/4/2016,CLOSED,1,0,1,0,0.0,0,0.0
7033,2013-10-02,1/27/2016,Home,Dwelling,True,300000.0,20000,76463.33396,2016-06-02,6/2/2016,CLOSED,1,1,0,0,76463.33396,0,76463.33396
7034,2013-10-23,3/7/2016,Home,Dwelling,True,200000.0,20000,174608.6153,2016-08-24,8/24/2016,CLOSED,1,1,0,0,174608.6153,0,174608.6153
7035,2013-11-11,9/22/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-02-18,2/18/2016,CLOSED,1,0,1,0,0.0,0,0.0
7036,2013-11-28,11/28/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-05-05,5/5/2016,CLOSED,1,0,1,0,0.0,0,0.0
7037,2013-11-06,12/16/2015,Home,Dwelling,True,300000.0,20000,270934.8414,2016-06-22,6/22/2016,CLOSED,1,1,0,0,270934.8414,0,270934.8414
7038,2013-11-16,11/11/2015,Home,Dwelling,False,200000.0,20000,0.0,2016-02-11,2/11/2016,CLOSED,1,0,1,0,0.0,0,0.0
7039,2013-11-01,3/3/2016,Home,Dwelling,True,300000.0,20000,260855.3129,2016-09-09,9/9/2016,CLOSED,1,1,0,0,260855.3129,0,260855.3129
7040,2013-11-14,11/16/2015,Home,Dwelling,True,200000.0,20000,173936.5409,2016-05-10,5/10/2016,CLOSED,1,1,0,0,173936.5409,0,173936.5409
7041,2013-11-18,8/11/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-01-04,1/4/2016,CLOSED,1,0,1,0,0.0,0,0.0
7042,2013-11-23,2/8/2016,Home,Dwelling,True,300000.0,20000,39946.23177,2016-05-14,5/14/2016,CLOSED,1,1,0,0,39946.23177,0,39946.23177
7043,2013-11-20,1/10/2016,Home,Dwelling,True,300000.0,20000,159856.1864,2016-06-14,6/14/2016,CLOSED,1,1,0,0,159856.1864,0,159856.1864
7044,2013-11-13,9/22/2015,Home,Dwelling,False,200000.0,20000,0.0,2016-03-13,3/13/2016,CLOSED,1,0,1,0,0.0,0,0.0
7045,2013-11-22,12/23/2015,Home,Dwelling,True,300000.0,20000,171022.9911,2016-06-07,6/7/2016,CLOSED,1,1,0,0,171022.9911,0,171022.9911
7046,2013-11-13,12/27/2015,Home,Dwelling,True,300000.0,20000,77254.71032,2016-04-26,4/26/2016,CLOSED,1,1,0,0,77254.71032,0,77254.71032
7047,2013-11-23,8/18/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-01-13,1/13/2016,CLOSED,1,0,1,0,0.0,0,0.0
7048,2013-11-14,12/20/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-06-23,6/23/2016,CLOSED,1,0,1,0,0.0,0,0.0
7049,2013-11-24,1/12/2016,Home,Dwelling,True,200000.0,20000,180000.0,2016-07-27,7/27/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
7050,2013-11-05,10/10/2015,Home,Dwelling,True,300000.0,20000,280000.0,2016-04-21,4/21/2016,CLOSED,1,1,0,0,280000.0,0,280000.0
7051,2013-11-20,2/13/2016,Home,Dwelling,True,300000.0,20000,280000.0,2016-09-07,9/7/2016,CLOSED,1,1,0,0,280000.0,0,280000.0
7052,2013-11-07,5/12/2015,Home,Dwelling,True,200000.0,20000,161252.5529,2015-10-29,10/29/2015,CLOSED,1,1,0,0,161252.5529,0,161252.5529
7053,2013-11-29,1/14/2016,Home,Dwelling,False,200000.0,20000,0.0,2016-08-08,8/8/2016,CLOSED,1,0,1,0,0.0,0,0.0
7054,2013-11-19,4/15/2016,Home,Dwelling,True,200000.0,20000,168555.0916,2016-10-03,10/3/2016,CLOSED,1,1,0,0,168555.0916,0,168555.0916
7055,2013-11-03,5/16/2016,Home,Dwelling,True,300000.0,20000,172846.8677,2016-11-06,11/6/2016,CLOSED,1,1,0,0,172846.8677,0,172846.8677
7056,2013-11-11,1/30/2016,Home,Dwelling,True,300000.0,20000,138363.1959,2016-07-11,7/11/2016,CLOSED,1,1,0,0,138363.1959,0,138363.1959
7057,2013-11-17,11/16/2015,Home,Dwelling,True,300000.0,20000,221666.2789,2016-05-14,5/14/2016,CLOSED,1,1,0,0,221666.2789,0,221666.2789
7058,2013-11-25,10/26/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-04-16,4/16/2016,CLOSED,1,0,1,0,0.0,0,0.0
7059,2013-11-10,12/27/2015,Home,Dwelling,True,200000.0,20000,148626.0678,2016-06-05,6/5/2016,CLOSED,1,1,0,0,148626.0678,0,148626.0678
7060,2013-11-27,10/8/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-03-10,3/10/2016,CLOSED,1,0,1,0,0.0,0,0.0
7061,2013-11-16,6/20/2016,Home,Dwelling,True,300000.0,20000,183414.1235,2016-12-07,12/7/2016,CLOSED,1,1,0,0,183414.1235,0,183414.1235
7062,2013-11-17,1/22/2016,Home,Dwelling,True,300000.0,20000,261243.4599,2016-07-26,7/26/2016,CLOSED,1,1,0,0,261243.4599,0,261243.4599
7063,2013-11-08,3/7/2016,Home,Dwelling,True,300000.0,20000,107195.9693,2016-07-29,7/29/2016,CLOSED,1,1,0,0,107195.9693,0,107195.9693
7064,2013-11-23,2/14/2016,Home,Dwelling,True,200000.0,20000,180000.0,2016-08-09,8/9/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
7065,2013-11-28,4/11/2016,Home,Dwelling,True,200000.0,20000,164897.1943,2016-09-22,9/22/2016,CLOSED,1,1,0,0,164897.1943,0,164897.1943
7066,2013-11-23,3/29/2016,Home,Dwelling,True,200000.0,20000,111834.0673,2016-08-20,8/20/2016,CLOSED,1,1,0,0,111834.0673,0,111834.0673
7067,2013-11-17,3/12/2016,Home,Dwelling,False,300000.0,20000,0.0,2016-08-13,8/13/2016,CLOSED,1,0,1,0,0.0,0,0.0
7068,2013-11-10,3/15/2016,Home,Dwelling,True,200000.0,20000,180000.0,2016-09-17,9/17/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
7069,2013-11-25,6/30/2016,Home,Dwelling,True,300000.0,20000,206945.204,2016-12-24,12/24/2016,CLOSED,1,1,0,0,206945.204,0,206945.204
7070,2013-11-08,5/7/2015,Home,Dwelling,False,300000.0,20000,0.0,2015-11-21,11/21/2015,CLOSED,1,0,1,0,0.0,0,0.0
7071,2013-11-07,3/15/2016,Home,Dwelling,False,300000.0,20000,0.0,2016-07-22,7/22/2016,CLOSED,1,0,1,0,0.0,0,0.0
7072,2013-11-27,2/8/2016,Home,Dwelling,True,200000.0,20000,180000.0,2016-08-25,8/25/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
7073,2013-11-23,3/20/2016,Home,Dwelling,False,200000.0,20000,0.0,2016-08-08,8/8/2016,CLOSED,1,0,1,0,0.0,0,0.0
7074,2013-11-18,4/12/2016,Home,Dwelling,False,300000.0,20000,0.0,2016-09-26,9/26/2016,CLOSED,1,0,1,0,0.0,0,0.0
7075,2013-11-27,4/14/2016,Home,Dwelling,True,300000.0,20000,217433.5559,2016-10-14,10/14/2016,CLOSED,1,1,0,0,217433.5559,0,217433.5559
7076,2013-11-22,10/5/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-04-12,4/12/2016,CLOSED,1,0,1,0,0.0,0,0.0
7077,2013-11-17,1/18/2016,Home,Dwelling,True,200000.0,20000,180000.0,2016-08-08,8/8/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
7078,2013-11-01,8/19/2015,Home,Dwelling,True,300000.0,20000,84933.98646,2015-12-30,12/30/2015,CLOSED,1,1,0,0,84933.98646,0,84933.98646
7079,2013-11-19,12/4/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-06-10,6/10/2016,CLOSED,1,0,1,0,0.0,0,0.0
7080,2013-11-17,8/24/2015,Home,Dwelling,False,300000.0,20000,0.0,2015-11-10,11/10/2015,CLOSED,1,0,1,0,0.0,0,0.0
7081,2013-11-28,2/18/2016,Home,Dwelling,True,300000.0,20000,280000.0,2016-09-06,9/6/2016,CLOSED,1,1,0,0,280000.0,0,280000.0
7082,2013-11-23,3/7/2016,Home,Dwelling,True,300000.0,20000,61261.44022999999,2016-06-20,6/20/2016,CLOSED,1,1,0,0,61261.44022999999,0,61261.44022999999
7083,2013-11-23,3/3/2016,Home,Dwelling,True,300000.0,20000,77889.69148,2016-07-08,7/8/2016,CLOSED,1,1,0,0,77889.69148,0,77889.69148
7084,2013-11-20,3/2/2016,Home,Dwelling,False,200000.0,20000,0.0,2016-08-10,8/10/2016,CLOSED,1,0,1,0,0.0,0,0.0
7085,2013-11-27,5/7/2015,Home,Dwelling,False,200000.0,20000,0.0,2015-10-20,10/20/2015,CLOSED,1,0,1,0,0.0,0,0.0
7086,2013-11-20,7/18/2015,Home,Dwelling,True,300000.0,20000,241070.7663,2016-01-22,1/22/2016,CLOSED,1,1,0,0,241070.7663,0,241070.7663
7087,2013-11-04,1/5/2016,Home,Dwelling,False,300000.0,20000,0.0,2016-06-05,6/5/2016,CLOSED,1,0,1,0,0.0,0,0.0
7088,2013-11-28,12/24/2015,Home,Dwelling,True,200000.0,20000,166920.9426,2016-06-08,6/8/2016,CLOSED,1,1,0,0,166920.9426,0,166920.9426
7089,2013-11-10,2/7/2016,Home,Dwelling,True,200000.0,20000,180000.0,2016-08-27,8/27/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
7090,2013-11-25,8/21/2015,Home,Dwelling,False,300000.0,20000,0.0,2015-12-19,12/19/2015,CLOSED,1,0,1,0,0.0,0,0.0
7091,2013-11-14,1/12/2016,Home,Dwelling,True,300000.0,20000,27723.397039999996,2016-04-23,4/23/2016,CLOSED,1,1,0,0,27723.397039999996,0,27723.397039999996
7092,2013-11-22,3/9/2016,Home,Dwelling,False,300000.0,20000,0.0,2016-09-08,9/8/2016,CLOSED,1,0,1,0,0.0,0,0.0
7093,2013-11-26,2/18/2016,Home,Dwelling,False,300000.0,20000,0.0,2016-07-29,7/29/2016,CLOSED,1,0,1,0,0.0,0,0.0
7094,2013-11-22,3/28/2016,Home,Dwelling,True,300000.0,20000,166280.4414,2016-09-16,9/16/2016,CLOSED,1,1,0,0,166280.4414,0,166280.4414
7095,2013-11-18,8/23/2015,Home,Dwelling,True,300000.0,20000,235808.3111,2016-02-24,2/24/2016,CLOSED,1,1,0,0,235808.3111,0,235808.3111
7096,2013-11-13,2/15/2016,Home,Dwelling,True,300000.0,20000,207580.2925,2016-08-11,8/11/2016,CLOSED,1,1,0,0,207580.2925,0,207580.2925
7097,2013-11-02,10/1/2015,Home,Dwelling,False,200000.0,20000,0.0,2016-01-24,1/24/2016,CLOSED,1,0,1,0,0.0,0,0.0
7098,2013-11-26,9/19/2015,Home,Dwelling,True,200000.0,20000,116185.2705,2016-02-13,2/13/2016,CLOSED,1,1,0,0,116185.2705,0,116185.2705
7099,2013-11-10,2/13/2016,Home,Dwelling,True,200000.0,20000,61423.34726,2016-06-13,6/13/2016,CLOSED,1,1,0,0,61423.34726,0,61423.34726
7100,2013-11-26,2/8/2016,Home,Dwelling,False,200000.0,20000,0.0,2016-07-18,7/18/2016,CLOSED,1,0,1,0,0.0,0,0.0
7101,2013-11-26,12/5/2015,Home,Dwelling,True,300000.0,20000,201530.0126,2016-05-28,5/28/2016,CLOSED,1,1,0,0,201530.0126,0,201530.0126
7102,2013-11-23,1/23/2016,Home,Dwelling,True,200000.0,20000,180000.0,2016-07-17,7/17/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
7103,2013-11-07,3/13/2016,Home,Dwelling,True,300000.0,20000,98177.49754,2016-08-04,8/4/2016,CLOSED,1,1,0,0,98177.49754,0,98177.49754
7104,2013-11-08,1/5/2016,Home,Dwelling,True,300000.0,20000,265915.5857,2016-07-12,7/12/2016,CLOSED,1,1,0,0,265915.5857,0,265915.5857
7105,2013-11-23,1/5/2016,Home,Dwelling,True,300000.0,20000,119379.2079,2016-06-08,6/8/2016,CLOSED,1,1,0,0,119379.2079,0,119379.2079
7106,2013-11-19,11/6/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-03-21,3/21/2016,CLOSED,1,0,1,0,0.0,0,0.0
7107,2013-11-04,6/16/2015,Home,Dwelling,True,200000.0,20000,67994.644,2015-10-23,10/23/2015,CLOSED,1,1,0,0,67994.644,0,67994.644
7108,2013-11-05,10/12/2015,Home,Dwelling,True,300000.0,20000,68986.35457000001,2016-02-23,2/23/2016,CLOSED,1,1,0,0,68986.35457000001,0,68986.35457000001
7109,2013-11-07,1/26/2016,Home,Dwelling,True,300000.0,20000,120147.01699999999,2016-06-24,6/24/2016,CLOSED,1,1,0,0,120147.01699999999,0,120147.01699999999
7110,2013-11-29,5/27/2016,Home,Dwelling,True,200000.0,20000,180000.0,2016-12-22,12/22/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
7111,2013-11-16,3/11/2016,Home,Dwelling,True,300000.0,20000,136070.7263,2016-08-12,8/12/2016,CLOSED,1,1,0,0,136070.7263,0,136070.7263
7112,2013-11-17,12/17/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-05-02,5/2/2016,CLOSED,1,0,1,0,0.0,0,0.0
7113,2013-11-12,5/14/2016,Home,Dwelling,False,300000.0,20000,0.0,2016-08-20,8/20/2016,CLOSED,1,0,1,0,0.0,0,0.0
7114,2013-11-22,5/23/2015,Home,Dwelling,False,300000.0,20000,0.0,2015-12-19,12/19/2015,CLOSED,1,0,1,0,0.0,0,0.0
7115,2013-11-29,7/23/2015,Home,Dwelling,True,200000.0,20000,150041.714,2016-01-03,1/3/2016,CLOSED,1,1,0,0,150041.714,0,150041.714
7116,2013-11-09,2/10/2016,Home,Dwelling,True,300000.0,20000,280000.0,2016-09-15,9/15/2016,CLOSED,1,1,0,0,280000.0,0,280000.0
7117,2013-11-24,2/13/2016,Home,Dwelling,True,200000.0,20000,60238.66015,2016-06-12,6/12/2016,CLOSED,1,1,0,0,60238.66015,0,60238.66015
7118,2013-11-28,6/21/2016,Home,Dwelling,False,300000.0,20000,0.0,2016-08-26,8/26/2016,CLOSED,1,0,1,0,0.0,0,0.0
7119,2013-11-25,2/27/2016,Home,Dwelling,False,300000.0,20000,0.0,2016-09-22,9/22/2016,CLOSED,1,0,1,0,0.0,0,0.0
7120,2013-11-08,6/27/2016,Home,Dwelling,False,200000.0,20000,0.0,2016-12-28,12/28/2016,CLOSED,1,0,1,0,0.0,0,0.0
7121,2013-11-21,1/28/2015,Home,Dwelling,True,300000.0,20000,142436.0089,2015-07-06,7/6/2015,CLOSED,1,1,0,0,142436.0089,0,142436.0089
7122,2013-11-19,11/25/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-05-13,5/13/2016,CLOSED,1,0,1,0,0.0,0,0.0
7123,2013-11-21,9/21/2015,Home,Dwelling,True,300000.0,20000,182425.1162,2016-03-09,3/9/2016,CLOSED,1,1,0,0,182425.1162,0,182425.1162
7124,2013-11-26,6/27/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-01-14,1/14/2016,CLOSED,1,0,1,0,0.0,0,0.0
7125,2013-11-28,8/16/2015,Home,Dwelling,False,300000.0,20000,0.0,2016-02-06,2/6/2016,CLOSED,1,0,1,0,0.0,0,0.0
7126,2013-12-04,10/12/2015,Home,Dwelling,True,300000.0,20000,87122.51827,2016-02-26,2/26/2016,CLOSED,1,1,0,0,87122.51827,0,87122.51827
7127,2013-12-03,4/14/2016,Home,Dwelling,True,300000.0,20000,280000.0,2016-11-08,11/8/2016,CLOSED,1,1,0,0,280000.0,0,280000.0
7128,2013-12-25,2/18/2016,Home,Dwelling,True,300000.0,20000,280000.0,2016-09-10,9/10/2016,CLOSED,1,1,0,0,280000.0,0,280000.0
7129,2013-12-02,6/14/2015,Home,Dwelling,True,300000.0,20000,107488.1752,2015-11-04,11/4/2015,CLOSED,1,1,0,0,107488.1752,0,107488.1752
7130,2013-12-16,3/7/2016,Home,Dwelling,True,300000.0,20000,280000.0,2016-09-23,9/23/2016,CLOSED,1,1,0,0,280000.0,0,280000.0
7131,2013-12-16,1/22/2016,Home,Dwelling,False,300000.0,20000,0.0,2016-06-13,6/13/2016,CLOSED,1,0,1,0,0.0,0,0.0
7132,2013-12-06,6/3/2015,Home,Dwelling,True,300000.0,20000,169597.2568,2015-11-19,11/19/2015,CLOSED,1,1,0,0,169597.2568,0,169597.2568
7133,2013-12-26,5/5/2015,Home,Dwelling,True,300000.0,20000,124931.0948,2015-10-04,10/4/2015,CLOSED,1,1,0,0,124931.0948,0,124931.0948
7134,2013-12-29,2/2/2016,Home,Dwelling,True,300000.0,20000,242227.9829,2016-08-05,8/5/2016,CLOSED,1,1,0,0,242227.9829,0,242227.9829
7135,2013-12-11,3/16/2016,Home,Dwelling,True,200000.0,20000,180000.0,2016-10-19,10/19/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
7136,2013-12-21,1/5/2016,Home,Dwelling,True,300000.0,20000,112955.219,2016-05-27,5/27/2016,CLOSED,1,1,0,0,112955.219,0,112955.219
7137,2013-12-08,3/16/2016,Home,Dwelling,True,200000.0,20000,180000.0,2016-10-10,10/10/2016,CLOSED,1,1,0,0,180000.0,0,180000.0
7138,2013-12-23,3/2/2016,Home,Dwelling,True,200000.0,20000,54604.9101,2016-06-02,6/2/2016,CLOSED,1,1,0,0,54604.9101,0,54604.9101
7139,2013-12-07,4/14/2016,Home,Dwelling,True,300000.0,20000,194748.1988,2016-10-06,10/6/2016,CLOSED,1,1,0,0,194748.1988,0,194748.1988
